gvkey,datadate,tic,AP,AT,BV,COGS,EMP,IBE,OCF,PPE,REC,SALE,XOPR,MV,2_digit_sic
182730,20141231,QAI,,,,,,,,,,,,,67
182730,20151231,QAI,,,,,,,,,,,,,67
182730,20161231,QAI,,,,,,,,,,,,,67
182747,20121231,MTT,,,,,,,,,,,,,67
182747,20131231,MTT,,,,,,,,,,,,,67
182747,20141231,MTT,,,,,,,,,,,,,67
182747,20151231,MTT,,,,,,,,,,,,,67
182747,20161231,MTT,,,,,,,,,,,,,67
182788,20121231,WAC,639.306,10978.177,894.928,373.18,3.9,-22.134,69.62,178.859,8632.588,666.989,373.18,1578.3178,61
182788,20121231,WAC,639.306,10978.177,,,3.9,-22.134,,178.859,,681.489,,1578.3178,61
182788,20131231,WAC,886.796,17387.529,1167.016,1020.631,6.4,253.467,-1810.475,236.564,13436.875,1802.499,1020.631,,61
182788,20131231,WAC,859.888,17387.529,,,6.4,253.467,,236.564,,1813.36,,,61
182788,20141231,WAC,915.547,18991.977,1076.659,1059.118,6.7,-110.328,-204.27,258.944,15138.544,1487.153,1059.118,622.6251,61
182788,20141231,WAC,828.724,18991.977,,,6.7,-110.328,,258.944,,1505.689,,622.6251,61
182788,20151231,WAC,802.076,18591.501,804.676,1149.904,5.9,-263.19,-48.093,289.74,15025.363,1274.259,1149.904,,61
182788,20151231,WAC,780.427,18591.501,,,5.9,-263.19,,289.74,,1290.908,,,61
182788,20161231,WAC,325.527,16458.97,-24.44,1124.901,4.9,-833.858,451.95,305.014,14545.093,995.717,1124.901,,61
182788,20161231,WAC,307.34,16458.97,,,4.9,-833.858,,305.014,,987.672,,,61
182813,20121231,VSS,,,,,,,,,,,,,67
182813,20131231,VSS,,,,,,,,,,,,,67
182813,20141231,VSS,,,,,,,,,,,,,67
182813,20151231,VSS,,,,,,,,,,,,,67
182813,20161231,VSS,,,,,,,,,,,,,67
182826,20130331,ADMP,2.432,0.351,-4.328,0,0.007,-7.065,-2.559,0,0,0,3.218,68.9225,28
182826,20140331,ADMP,0.671,15.122,12.188,0,0.009,-8.156,-6.78,0.097,0,0,4.1,66.7927,28
182826,20141231,ADMP,0.787,12.897,9.503,0,0.013,-9.316,-6.412,0.097,0,0,7.214,65.7228,28
182826,20151231,ADMP,0.498,12.062,9.314,0,0.016,-13.572,-10.336,0.097,0,0,12.86,72.5274,28
182826,20161231,ADMP,2.151,37.786,25.279,4.854,0.111,-19.437,-21.16,5.421,0.805,6.474,28.855,69.2748,28
182827,20121231,TRITF,5.891,156.678,74.306,55.129,0.456,-2.264,-20.255,8.134,49.619,72.629,72.223,22.6545,73
182827,20131231,TRITF,9.298,136.8,62.959,35.019,0.286,-13.933,-1.096,2.657,40.25,43.935,54.214,12.168,73
182827,20141231,TRITF,5.055,107.079,55.129,6.923,0.136,-7.517,-3.721,1.231,21.084,7.771,17.309,1.2675,73
182853,20121231,CWB,,,,,,,,,,,,,67
182853,20131231,CWB,,,,,,,,,,,,,67
182853,20141231,CWB,,,,,,,,,,,,,67
182853,20151231,CWB,,,,,,,,,,,,,67
182853,20161231,CWB,,,,,,,,,,,,,67
182871,20121231,TYD,,,,,,,,,,,,,67
182871,20131231,TYD,,,,,,,,,,,,,67
182871,20141231,TYD,,,,,,,,,,,,,67
182871,20151231,TYD,,,,,,,,,,,,,67
182871,20161231,TYD,,,,,,,,,,,,,67
182872,20121231,TYO,,,,,,,,,,,,,67
182872,20131231,TYO,,,,,,,,,,,,,67
182872,20141231,TYO,,,,,,,,,,,,,67
182872,20151231,TYO,,,,,,,,,,,,,67
182872,20161231,TYO,,,,,,,,,,,,,67
182873,20121231,TMF,,,,,,,,,,,,,67
182873,20131231,TMF,,,,,,,,,,,,,67
182873,20141231,TMF,,,,,,,,,,,,,67
182873,20151231,TMF,,,,,,,,,,,,,67
182873,20161231,TMF,,,,,,,,,,,,,67
182874,20121231,TMV,,,,,,,,,,,,,67
182874,20131231,TMV,,,,,,,,,,,,,67
182874,20141231,TMV,,,,,,,,,,,,,67
182874,20151231,TMV,,,,,,,,,,,,,67
182874,20161231,TMV,,,,,,,,,,,,,67
182897,20130331,BVTK,0.033,0.023,-1.114,0.517,0,-0.609,-0.361,0.063,0,0.002,0.517,24.446,50
182897,20140331,BVTK,0.039,0.023,-1.624,0.393,0,-6.783,-0.361,0.062,0,0.001,0.393,23.1166,50
182897,20150331,BVTK,0.17,0.366,-2.137,1.795,0.001,-3.324,-0.498,,0.059,0,1.795,4.2336,50
182897,20160331,BVTK,0.243,0.148,-4.363,0.199,0.001,-5.351,-1.469,,0.047,0.392,1.976,0.4991,50
182897,20170331,BVTK,0.491,0.046,-5.128,0.155,0.001,-1.334,-0.08,,0,0.203,0.67,0.2054,50
182915,20131031,AURM,0.172,0.042,-7.689,0,0.002,-1.059,-1.53,0.107,0.019,0,1.625,52.8,10
182915,20141031,AURM,0.249,0.004,-7.503,0,0,0.186,-0.252,0,0,0,0.357,33.2746,10
182915,20151031,AURM,0.205,0,-1.272,0,,1.173,-0.096,0,0,0,0.12,74.58,10
182915,20161031,AURM,0.28,0.001,-1.34,0,,-0.106,0.023,0,0,0,0.051,108.68,10
182921,20121231,NJV,,,,,,,,,,,,,67
182921,20131231,NJV,,,,,,,,,,,,,67
182921,20141231,NJV,,,,,,,,,,,,,67
182921,20151231,NJV,,,,,,,,,,,,,67
182921,20161231,NJV,,,,,,,,,,,,,67
182922,20121231,NYV,,,,,,,,,,,,,67
182922,20131231,NYV,,,,,,,,,,,,,67
182922,20141231,NYV,,,,,,,,,,,,,67
182922,20151231,NYV,,,,,,,,,,,,,67
182922,20161231,NYV,,,,,,,,,,,,,67
182924,20121231,NPN,,,,,,,,,,,,,67
182924,20131231,NPN,,,,,,,,,,,,,67
182924,20141231,NPN,,,,,,,,,,,,,67
182924,20151231,NPN,,,,,,,,,,,,,67
182924,20161231,NPN,,,,,,,,,,,,,67
182925,20121231,NCB,,,,,,,,,,,,,67
182925,20131231,NCB,,,,,,,,,,,,,67
182925,20141231,NCB,,,,,,,,,,,,,67
182925,20151231,NCB,,,,,,,,,,,,,67
182925,20161231,NCB,,,,,,,,,,,,,67
182938,20121231,CEW,,,,,,,,,,,,,67
182938,20131231,CEW,,,,,,,,,,,,,67
182938,20141231,CEW,,,,,,,,,,,,,67
182938,20151231,CEW,,,,,,,,,,,,,67
182938,20161231,CEW,,,,,,,,,,,,,67
182960,20131031,ABMT,0,0.197,-2.934,0,0.026,-0.89,-0.605,0.481,,0,0.693,40.3813,38
182960,20141031,ABMT,0,0.218,-3.738,0,0.024,-0.828,-0.732,0.488,,0,0.591,24.4563,38
182960,20151031,ABMT,0,0.166,-4.461,0,0.024,-0.863,-0.821,0.505,,0,0.575,7.9625,38
182960,20161031,ABMT,0,0.101,-4.362,0,0.015,-0.725,-0.372,0.474,,0,0.432,13.425,38
182967,20130531,NGRC,0.01,0.765,0.754,0.171,0,-0.519,-0.311,0.578,0,0,0.518,12.3606,28
182967,20140531,NGRC,0.069,0.002,-0.092,0.583,0,-0.847,-0.204,0.002,0,0,0.845,1.2567,28
182967,20150531,NGRC,0.094,0.031,-2.192,0,0.001,-1.968,-2.289,0,0,0,2.167,9.0946,28
182976,20121231,BRF,,,,,,,,,,,,,67
182976,20131231,BRF,,,,,,,,,,,,,67
182976,20141231,BRF,,,,,,,,,,,,,67
182976,20151231,BRF,,,,,,,,,,,,,67
182976,20161231,BRF,,,,,,,,,,,,,67
182977,20121231,USEL,0.634,2.514,-4.584,0.057,0.019,-8.849,-3.251,0.804,0.158,2.383,8.772,8.4863,73
182977,20131231,USEL,0.651,1.648,-1.642,0.053,0.02,-4.263,-1.778,0.02,0.214,5.371,9.263,14.7224,73
182977,20141231,USEL,0.54,3.541,1.318,1.305,0.019,-7.288,-3.485,0.02,0.141,6.665,11.776,15.1433,73
182977,20151231,USEL,2.564,24.319,13.99,22.729,0.072,-2.632,-3.343,0.221,0.463,27.094,30.843,24.295,73
182977,20161231,USEL,4.329,25.498,12.705,86.923,0.086,-3.712,-0.409,0.256,0.43,94.657,94.59,10.3011,73
182984,20121231,NCAP,0.064,0.002,-0.062,0,0,-0.041,0,0,0,0,0.041,0.875,73
182984,20131231,NCAP,0.062,0,-0.062,0,0.003,-0.037,0,0,0,0,0.042,0.75,73
182984,20141231,NCAP,0.091,0.391,-0.1,8.7,,-9.999,-1.537,0.013,0,0,8.7,149.7874,73
182984,20151231,NCAP,0.559,0.411,-1.577,4.066,0.013,-7.978,-1.485,0.013,0,0.013,4.066,9.021,73
182984,20161231,NCAP,1.046,0.211,-2.957,1.223,,-1.965,-0.674,0.013,0,0.016,1.223,15.5715,73
182986,20140930,OPXS,,,,,,,,,,,,,38
182986,20150930,OPXS,0.575,11.546,8.158,10.992,0.092,0.491,-1.218,3.845,2.866,13.003,13.727,0.8717,38
182986,20160930,OPXS,0.706,12.761,7.24,13.683,0.091,-0.208,-0.539,3.865,2.095,17.279,17.645,6.3656,38
183022,20121231,HEWA,3.122,2.156,-12.784,5.561,0.043,-5.575,-0.948,1.201,0.09,11.081,14.822,50.3668,59
183022,20131231,HEWA,3.394,1.42,-9.635,4.954,0.035,-5.49,-1.025,1.201,0.307,10.233,12.509,9.2852,59
183022,20141231,HEWA,2.627,1.66,-9.199,2.32,0.039,-1.783,-0.876,1.204,0.101,6.13,7.259,3.3813,59
183022,20151231,HEWA,2.191,0.966,-9.772,2.362,0.057,-0.627,-0.548,1.21,0.052,7.018,7.253,6.0264,59
183022,20161231,HEWA,1.842,0.975,-10.502,3.497,0.074,-1.408,-0.116,1.22,0.065,10.385,10.67,12.3491,59
183029,20151231,SLD,0.475,2329.781,441.196,72.85,,41.036,28.929,,1102.426,157.023,72.85,,67
183029,20161231,SLD,0.982,2605.267,513.097,74.672,,51.327,14.763,,1370.759,151.229,74.672,410.8841,67
183031,20121231,LEDCF,,,,,,,,,,,,,36
183031,20131231,LEDCF,1.104,5.409,3.505,2.978,,-4.587,-4.021,1.281,0.28,2.024,6.298,,36
183031,20141231,LEDCF,0.497,2.2,1.095,3.284,,-3.459,-3.381,1.181,0.314,2.984,6.5,,36
183036,20121231,EOT,,,,,,,,,,,,,67
183036,20131231,EOT,,,,,,,,,,,,,67
183036,20141231,EOT,,,,,,,,,,,,,67
183036,20151231,EOT,,,,,,,,,,,,,67
183036,20161231,EOT,,,,,,,,,,,,,67
183054,20121231,TUZ,,,,,,,,,,,,,67
183054,20131231,TUZ,,,,,,,,,,,,,67
183054,20141231,TUZ,,,,,,,,,,,,,67
183054,20151231,TUZ,,,,,,,,,,,,,67
183054,20161231,TUZ,,,,,,,,,,,,,67
183061,20121231,EFO,,,,,,,,,,,,,67
183061,20131231,EFO,,,,,,,,,,,,,67
183061,20141231,EFO,,,,,,,,,,,,,67
183061,20151231,EFO,,,,,,,,,,,,,67
183061,20161231,EFO,,,,,,,,,,,,,67
183062,20121231,EET,,,,,,,,,,,,,67
183062,20131231,EET,,,,,,,,,,,,,67
183062,20141231,EET,,,,,,,,,,,,,67
183062,20151231,EET,,,,,,,,,,,,,67
183062,20161231,EET,,,,,,,,,,,,,67
183063,20121231,XPP,,,,,,,,,,,,,67
183063,20131231,XPP,,,,,,,,,,,,,67
183063,20141231,XPP,,,,,,,,,,,,,67
183063,20151231,XPP,,,,,,,,,,,,,67
183063,20161231,XPP,,,,,,,,,,,,,67
183064,20121231,EZJ,,,,,,,,,,,,,67
183064,20131231,EZJ,,,,,,,,,,,,,67
183064,20141231,EZJ,,,,,,,,,,,,,67
183064,20151231,EZJ,,,,,,,,,,,,,67
183064,20161231,EZJ,,,,,,,,,,,,,67
183081,20121231,MCRO,,,,,,,,,,,,,67
183081,20131231,MCRO,,,,,,,,,,,,,67
183081,20141231,MCRO,,,,,,,,,,,,,67
183081,20151231,MCRO,,,,,,,,,,,,,67
183081,20161231,MCRO,,,,,,,,,,,,,67
183085,20130228,DENR,,,,,,,,,,,,,13
183085,20140228,DENR,0.075,2.441,1.654,0,0,-0.469,-0.384,2.422,0,0,0.454,62.303,13
183085,20150228,DENR,0.097,2.438,1.507,0,0,-0.457,-0.248,2.421,0,0,0.411,34.81,13
183085,20160229,DENR,0.097,2.454,1.537,0,0,-0.284,-0.296,2.421,0,0,0.281,49.0665,13
183085,20170228,DENR,0.337,3.221,-6.038,0,0,-7.794,-4.029,2.622,0.008,0,3.832,35.4163,13
183101,20130630,MYRX,0,1.237,1.163,0,0.001,-11.621,-12.972,0,0,0,9.28,2.5859,28
183104,20121231,TECO,1.268,1.758,-1.81,1.738,0,-12.193,-3.199,1.986,0.009,0.17,8.879,17.4871,13
183105,20130630,NTEK,0.012,0.402,0.286,0.294,,-0.309,-0.225,0.094,0.111,1.162,1.368,32.7583,73
183108,20121231,WMC,0.988,5364.964,523.208,6.33,0.001,57.277,,0,17.361,84.807,6.33,477.3269,67
183108,20131231,WMC,1.353,3094.877,410.094,14.26,0.001,-27.855,179.341,0,12.607,-153.123,14.26,399.5726,67
183108,20141231,WMC,168.402,4909.277,623.212,18.76,0.001,100.713,107.374,0,190.146,322.232,18.76,613.284,67
183108,20151231,WMC,68.224,3414.563,511.648,22.483,0,-9.484,133.898,0,23.193,109.499,22.483,428.4224,67
183108,20161231,WMC,344.713,3156.016,430.482,21.246,0,-25.015,11.546,0,52.412,52.552,21.246,422.1344,67
183112,20121231,SRCRF,4.41,87.286,53.271,28.823,,7.261,20.806,75.764,1.698,52.615,31.543,,10
183112,20131231,SRCRF,5.002,76.546,47.754,40.134,,-6.79,22.894,77.779,0.134,54.646,42.573,,10
183112,20141231,SRCRF,5.264,40.943,27.619,64.779,,-20.139,16.187,94.725,0.089,52.026,66.674,18.6048,10
183112,20151231,SRCRF,5.575,27.455,11.216,53.245,,-16.604,11.192,110.688,0.022,44.587,55.271,6.1225,10
183112,20161231,SRCRF,4.118,27.514,12.955,36.486,,-0.39,11,113.82,0.162,42.759,38.361,7.9342,10
183139,20121231,ISDR,0.063,2.541,1.846,1.501,0.026,0.306,0.754,0.151,0.545,4.306,3.611,6.2953,73
183139,20131231,ISDR,0.268,9.261,4.206,2.577,0.055,0.629,1.39,0.492,1.971,8.842,6.484,19.5482,73
183139,20141231,ISDR,0.256,10.203,6.008,4.066,0.059,0.042,1.462,0.503,2.014,13.63,10.657,20.7603,73
183139,20151231,ISDR,0.385,11.17,8.559,3.427,0.053,0.145,3.177,0.438,1.254,11.62,9.149,16.153,73
183139,20161231,ISDR,0.343,12.861,10.578,2.856,0.06,1.555,2.761,0.522,1.3,11.743,9.046,25.749,73
183144,20121231,ENRJ,2.384,36.895,21.455,3.622,0.02,0.346,2.285,33.832,1.222,8.497,5.915,40.13,13
183144,20131231,ENRJ,2.424,69.991,28.906,5.447,0.035,1.29,3.113,65.541,2.462,10.942,7.317,60.1887,13
183144,20141231,ENRJ,3.042,76.058,46,7.986,0.029,4.574,2.642,82.441,5.014,14.294,9.764,15.286,13
183144,20151231,ENRJ,1.143,21.834,-2.535,55.102,0.016,-51.922,-0.149,30.295,3.509,4.879,56.419,2.5272,13
183144,20161231,ENRJ,0.294,7.992,-18.479,12.112,0.013,-13.176,-2.099,22.521,0.611,2.462,12.962,2.443,13
183148,20121231,PSON,0.028,2.05,1.236,0,0.007,-0.271,-0.374,0.747,0.107,0,0.239,60.4571,13
183148,20131231,PSON,0.463,2.46,1.396,0,0.007,-2.543,-0.706,1.299,0.051,0,2.154,12.0531,13
183148,20141231,PSON,0.438,1.377,0.483,0,0.007,-1.716,-0.64,0.866,0.033,0,1.466,7.1698,13
183148,20151231,PSON,0.377,0.154,-0.759,0,0.001,-1.481,-0.387,0,0.026,0,0.742,1.7516,13
183155,20130630,VCMG,0.001,0,-0.099,0,0,-0.01,-0.01,0,0,0,0.01,0.0832,99
183155,20140630,VCMG,0.001,0,-0.109,0,0,-0.01,-0.01,0,0,0,0.01,0.2114,99
183155,20150630,VCMG,0.006,0,-0.12,0,0,-0.01,-0.005,0,0,0,0.01,0.4993,99
183164,20121231,EPV,,,,,,,,,,,,,67
183164,20131231,EPV,,,,,,,,,,,,,67
183164,20141231,EPV,,,,,,,,,,,,,67
183164,20151231,EPV,,,,,,,,,,,,,67
183164,20161231,EPV,,,,,,,,,,,,,67
183166,20121231,BZQ,,,,,,,,,,,,,67
183166,20131231,BZQ,,,,,,,,,,,,,67
183166,20141231,BZQ,,,,,,,,,,,,,67
183166,20151231,BZQ,,,,,,,,,,,,,67
183166,20161231,BZQ,,,,,,,,,,,,,67
183174,20121231,EMIF,,,,,,,,,,,,,67
183174,20131231,EMIF,,,,,,,,,,,,,67
183174,20141231,EMIF,,,,,,,,,,,,,67
183174,20151231,EMIF,,,,,,,,,,,,,67
183174,20161231,EMIF,,,,,,,,,,,,,67
183176,20121231,EPU,,,,,,,,,,,,,67
183176,20131231,EPU,,,,,,,,,,,,,67
183176,20141231,EPU,,,,,,,,,,,,,67
183176,20151231,EPU,,,,,,,,,,,,,67
183176,20161231,EPU,,,,,,,,,,,,,67
183192,20121231,UPRO,,,,,,,,,,,,,67
183192,20131231,UPRO,,,,,,,,,,,,,67
183192,20141231,UPRO,,,,,,,,,,,,,67
183192,20151231,UPRO,,,,,,,,,,,,,67
183192,20161231,UPRO,,,,,,,,,,,,,67
183193,20121231,SPXU,,,,,,,,,,,,,67
183193,20131231,SPXU,,,,,,,,,,,,,67
183193,20141231,SPXU,,,,,,,,,,,,,67
183193,20151231,SPXU,,,,,,,,,,,,,67
183193,20161231,SPXU,,,,,,,,,,,,,67
183198,20121231,IGI,,,,,,,,,,,,,67
183198,20131231,IGI,,,,,,,,,,,,,67
183198,20141231,IGI,,,,,,,,,,,,,67
183198,20151231,IGI,,,,,,,,,,,,,67
183198,20161231,IGI,,,,,,,,,,,,,67
183216,20121231,QABA,,,,,,,,,,,,,67
183216,20131231,QABA,,,,,,,,,,,,,67
183216,20141231,QABA,,,,,,,,,,,,,67
183216,20151231,QABA,,,,,,,,,,,,,67
183216,20161231,QABA,,,,,,,,,,,,,67
183221,20130930,LOTE,0.307,0.558,-1.127,0.588,0.006,-0.9,-0.933,0.005,0.132,0.777,1.706,28.7496,23
183222,20121231,EQL,,,,,,,,,,,,,67
183222,20131231,EQL,,,,,,,,,,,,,67
183222,20141231,EQL,,,,,,,,,,,,,67
183222,20151231,EQL,,,,,,,,,,,,,67
183222,20161231,EQL,,,,,,,,,,,,,67
183224,20121231,CNET,0.11,56.918,44.224,31.558,0.462,2.996,5.028,3.611,11.799,46.6,40.453,18.4152,73
183224,20131231,CNET,0.421,56.834,45.148,16.563,0.449,-0.234,2.756,3.543,12.474,30.293,27.206,18.7967,73
183224,20141231,CNET,0.782,47.43,36.186,32.275,0.397,-13.738,1.958,3.729,10.85,38.897,46.721,33.3845,73
183224,20151231,CNET,0.095,35.46,27.333,24.655,0.383,-7.627,5.543,3.603,4.5,32.265,37.135,24.6012,73
183224,20161231,CNET,0.102,30.042,22.242,26.999,0.26,-6.433,-0.386,3.393,3.624,34.75,39.167,12.159,73
183240,20121231,CSM,,,,,,,,,,,,,67
183240,20131231,CSM,,,,,,,,,,,,,67
183240,20141231,CSM,,,,,,,,,,,,,67
183240,20151231,CSM,,,,,,,,,,,,,67
183240,20161231,CSM,,,,,,,,,,,,,67
183247,20121231,TBNK,1237.847,1574.627,218.972,9.644,0.277,14.838,17.205,,774.876,67.217,38.768,229.0256,60
183247,20121231,TBNK,,1574.627,,,0.277,14.838,,,,67.217,,229.0256,60
183247,20131231,TBNK,1288.709,1616.904,212.14,6.321,0.279,14.647,17.267,,856.542,64.891,36.225,216.1544,60
183247,20131231,TBNK,,1616.904,,,0.279,14.647,,,,64.891,,216.1544,60
183247,20141231,TBNK,1359.679,1691.897,216.378,6.478,0.272,14.097,14.094,,968.212,64.792,36.872,198.9927,60
183247,20141231,TBNK,,1691.897,,,0.272,14.097,,,,64.792,,198.9927,60
183247,20151231,TBNK,1445.103,1821.141,219.641,6.97,0.28,14.748,17.111,,1188.649,68.003,38.17,250.3258,60
183247,20151231,TBNK,,1821.141,,,0.28,14.748,,,,68.003,,250.3258,60
183247,20161231,TBNK,1493.2,1877.562,229.786,8.154,0.276,16.347,18.767,,1335.987,70.167,38.06,301.8653,60
183247,20161231,TBNK,,1877.562,,,0.276,16.347,,,,70.167,,301.8653,60
183251,20121231,DRN,,,,,,,,,,,,,67
183251,20131231,DRN,,,,,,,,,,,,,67
183251,20141231,DRN,,,,,,,,,,,,,67
183251,20151231,DRN,,,,,,,,,,,,,67
183251,20161231,DRN,,,,,,,,,,,,,67
183252,20121231,DRV,,,,,,,,,,,,,67
183252,20131231,DRV,,,,,,,,,,,,,67
183252,20141231,DRV,,,,,,,,,,,,,67
183252,20151231,DRV,,,,,,,,,,,,,67
183252,20161231,DRV,,,,,,,,,,,,,67
183283,20121231,ADUS,4.117,149.857,94.417,180.264,13.836,9.288,15.405,7.806,72.256,244.315,226.626,77.3628,80
183283,20131231,ADUS,4.633,163.934,113.856,198.202,16.585,11.163,27.393,9.174,62.175,265.941,247.658,244.9969,80
183283,20141231,ADUS,3.951,180.803,127.956,229.207,18.054,11.963,7.028,15.148,69.79,312.942,290.01,267.2127,80
183283,20151231,ADUS,4.748,192.612,141.726,245.492,21.395,11.353,4.106,17.771,86.262,336.815,314.931,258.5942,80
183283,20161231,ADUS,4.486,231.03,158.928,294.593,23.07,11.927,-0.743,16.821,117.746,400.688,369.666,404.0214,80
183287,20121130,TDNT,0.005,0.005,-0.005,0,0.001,0.002,0.016,0,0,0,0.018,25.2,20
183287,20131130,TDNT,0.011,0,-0.061,0,0.001,-0.055,-0.048,0,0,0,0.055,21,20
183287,20141130,TDNT,0.135,0.001,-0.57,0,0.001,-0.509,-0.304,0,0,0,0.387,24.08,20
183287,20151130,TDNT,0.185,0.389,-2.595,0.01,,-3.155,-2.204,0,0,0.017,2.296,24.36,20
183287,20161130,TDNT,0.107,4.304,-1.473,2.504,,-3.136,-2.48,0,0.053,0.168,2.504,25.11,20
183296,20130531,LRDC,0.028,0.143,-0.689,1.955,0.012,-0.688,-0.007,0,0,2.205,2.804,10.7,13
183296,20140531,LRDC,0.028,0.136,-1.484,3.327,0.024,-1.316,-0.019,0,0,3.472,4.265,42.88,13
183296,20150531,LRDC,0.035,0.242,-1.554,8.84,0.097,-0.706,-0.025,0,0,8.819,9.883,26.9995,13
183296,20160531,LRDC,0.033,0.44,-1.346,10.625,0.084,-0.66,0.308,0,0.031,10.897,11.505,6.2692,13
183296,20170531,LRDC,0.038,0.378,-1.907,10.101,0.07,-0.964,-0.063,0,0.028,9.823,10.757,2.4532,13
183303,20121231,SIVR,,,,,,,,,,,,,67
183303,20131231,SIVR,,,,,,,,,,,,,67
183303,20141231,SIVR,,,,,,,,,,,,,67
183303,20151231,SIVR,,,,,,,,,,,,,67
183303,20161231,SIVR,,,,,,,,,,,,,67
183312,20121231,ASPS,10.308,429.226,158.459,356.034,5.77,110.627,116.529,102.247,90.769,568.36,423.107,2030.0667,73
183312,20131231,ASPS,11.6,724.838,156.699,478.057,7.747,129.973,185.474,157.422,102.942,768.357,559.058,3589.6383,73
183312,20141231,ASPS,22.88,788.221,40.394,685.682,9.313,134.484,197.493,223.131,117.441,1078.916,842.187,685.2274,73
183312,20151231,ASPS,11.644,727.982,50.978,660.638,9.123,41.598,195.352,248.676,105.656,1051.466,830.59,528.974,73
183312,20161231,ASPS,8.787,689.212,60.789,663.258,8.356,28.693,126.818,232.87,97.007,997.303,819.836,499.2007,73
183322,20121231,TXMD,1.641,5.818,-1.433,1.348,0.069,-35.12,-12.737,0.126,0.607,3.818,19.91,309.3335,28
183322,20131231,TXMD,2.114,62.016,54.698,1.96,0.069,-28.419,-20.768,0.155,1.941,8.776,34.526,755.3302,28
183322,20141231,TXMD,6.327,59.079,48.389,3.672,0.1,-54.217,-45.521,0.186,2.404,15.026,69.015,694.6317,28
183322,20151231,TXMD,3.126,73.729,63.063,4.507,0.122,-85.077,-79.044,0.352,3.05,20.143,105.271,1845.1134,28
183322,20161231,TXMD,7.359,142.472,127.489,4.186,0.159,-89.875,-69.142,0.748,4.501,19.356,109.477,1134.8898,28
183324,20121231,PMT,42.402,2559.663,1201.336,111.244,0,138.249,-820.4,0,2202.217,335.168,111.244,,67
183324,20121231,PMT,42.402,2559.663,,,0,138.249,,0,,354.868,,,67
183324,20131231,PMT,71.561,4310.917,1467.114,164.642,0,200.19,-242.832,0,3282.591,470.74,164.642,,67
183324,20131231,PMT,71.561,4310.917,,,0,200.19,,0,,514.24,,,67
183324,20141231,PMT,67.806,4904.296,1578.172,145.366,0,194.544,-366.036,0,3371.295,442.33,145.366,1571.4159,67
183324,20141231,PMT,67.806,4904.296,,,0,194.544,,0,,509.23,,1571.4159,67
183324,20151231,PMT,64.474,5826.924,1496.113,131.479,0,90.1,-863.188,0,3848.389,373.473,131.479,1125.6844,67
183324,20151231,PMT,64.474,5826.924,,,0,90.1,,0,,431.273,,1125.6844,67
183324,20161231,PMT,107.758,6357.502,1351.114,144.678,0.003,75.81,-621.543,0,3401.944,421.856,144.678,1091.8299,67
183324,20161231,PMT,107.758,6357.502,,,0.003,75.81,,0,,506.676,,1091.8299,67
183325,20121231,TPZ,,,,,,,,,,,,,67
183325,20131231,TPZ,,,,,,,,,,,,,67
183325,20141231,TPZ,,,,,,,,,,,,,67
183325,20151231,TPZ,,,,,,,,,,,,,67
183325,20161231,TPZ,,,,,,,,,,,,,67
183328,20130630,OCTX,0.008,61.263,61.113,0,0,-0.508,-0.04,0,0,0,0.039,135.9104,13
183328,20140630,OCTX,0.064,60.926,60.843,0,0,-8.133,-0.553,0,0,0,7.17,159.7068,13
183332,20130228,NVGC,0.088,0,-0.179,0,,-0.072,-0.07,0,0,0,0.07,5.355,10
183337,20130331,CO,1.592,480.82,199.19,11.391,0.89,18.105,93.165,93.711,12.125,84.711,45.234,213.8988,80
183337,20140331,CO,1.677,584.104,230.848,13.424,0.944,21.219,86.226,124.161,17.967,92.153,48.882,292.012,80
183337,20150331,CO,2.044,664.539,248.065,15.676,1.039,17.308,95.961,128.013,20.316,102.456,56.383,373.0453,80
183337,20160331,CO,2.055,727.036,265.083,17.085,0.923,14.108,90.105,125.117,20.434,102.822,65.369,443.1282,80
183337,20170331,CO,1.607,752.98,267.006,15.851,1.059,18.333,92.636,120.12,17.114,114.234,68.561,486.2,80
183345,20121231,0521B,568.507,3114.584,603.66,4887.687,30,92.976,134.191,472.815,1392.328,6160.553,5985.757,,87
183345,20131231,0521B,463.516,3056.397,624.42,4611.472,26,118.334,93.242,482.358,1427.858,5877.819,5680.402,,87
183345,20141231,0521B,530.822,2941.302,212.758,4643.54,25,-181.537,52.798,526.982,1411.211,5413.469,5576.966,,87
183345,20151231,0521B,504.098,2861.299,412.153,4343.156,22,80.403,105.295,460.838,1378.361,5361.505,5140.359,,87
183345,20161231,0521B,415.251,2670.462,546.668,4614.283,20,15.038,-245.515,508.361,1164.761,5235.944,5422.28,,87
183346,20131031,CGNH,0.254,0.548,-0.561,0,0.007,-2.919,-0.719,0.299,0.063,0,2.307,11.1859,28
183346,20141031,CGNH,0.289,0.27,-1.155,0,0.004,-2.68,-0.597,0.3,0.003,0,0.953,7.156,28
183346,20151031,CGNH,0.181,0.232,-1.563,0,0.004,-1.916,-0.607,0.3,0.002,0,0.757,5.1212,28
183366,20121231,H,138,7640,4821,3121,45,88,499,6351,531,3949,3437,6250.8856,70
183366,20131231,H,133,8177,4769,3294,45,207,456,7016,273,4184,3617,7721.2501,70
183366,20141231,H,130,8143,4627,3446,45,344,473,6208,274,4415,3773,8976.2272,70
183366,20151231,H,141,7596,3991,3382,45,124,538,6252,298,4328,3690,6405.7227,70
